county,year,Single Family,Multi Family,Residential ,Commercial,Institutional ,Industrial,Municipal,Irrigation,Agricultural,Other ,Self Supplied,New Commercial,NRW,Anheuser-Busch,PERCENT SF SEPTIC,VOL. SEPTIC GENERATED (MG),WASTEWATER INTO COLLECTION SYSTEM (MG),I/I FACTOR,AAD (MGD),PEAKING FACTOR,MMF (MGD),VOL. SEPTIC GENERATED (MGD)
Gwinnett,2021,14119.22214,4031.397651,,2633.698702,389.2310315,175.1789424,169.0139591,0,,1223.242691,,0.462318021,,,0.269743342,3808.566166,18932.88127,0.2,62.24508909,0.25,77.80636137,10.43442785
Gwinnett,2022,14378.75147,4106.698918,,2681.647956,396.6961482,178.538724,172.2555016,0,,1246.703434,,0.471184884,,,0.266138074,3826.73322,19335.03012,0.2,63.56722231,0.25,79.45902788,10.4842006
Gwinnett,2023,14637.98932,4182.009636,,2729.765506,404.1781839,181.9061202,175.5043908,0,,1270.21735,,0.480071842,,,0.262664481,3844.879869,19737.17071,0.2,64.88932837,0.25,81.11166046,10.53391745
Gwinnett,2024,14890.36112,4255.463871,,2776.792885,411.4988694,185.2008985,178.6832176,0,,1293.224187,,0.488767153,,,0.259399075,3862.545896,20129.16792,0.2,66.17808633,0.25,82.72260791,10.58231752
Gwinnett,2025,15127.01603,4324.511761,,2821.065995,418.4083416,188.3106043,181.6834852,0,,1314.938698,,0.496974036,,,0.256436017,3879.111739,20497.32015,0.2,67.38844981,0.25,84.23556226,10.62770339
Gwinnett,2026,15363.88009,4393.704833,,2865.598153,425.3467826,191.4333481,184.6963318,0,,1336.744249,,0.505215327,,,0.253561744,3895.692223,20866.21678,0.2,68.60126065,0.25,85.75157581,10.67312938
Gwinnett,2027,15600.41198,4462.88362,,2910.243411,432.298027,194.5618541,187.7147379,0,,1358.590038,,0.513471826,,,0.250778599,3912.249455,21234.96768,0.2,69.81359239,0.25,87.26699049,10.71849166
Gwinnett,2028,15836.96261,4532.147327,,2955.035361,439.2715308,197.7003784,190.7428097,0,,1380.505781,,0.521754764,,,0.248078378,3928.808,21604.07956,0.2,71.02711087,0.25,88.78388859,10.76385753
Gwinnett,2029,16065.7315,4599.261963,,2998.574363,446.0505318,200.7513638,193.6864234,0,,1401.810258,,0.529806677,,,0.245542621,3944.821822,21961.57439,0.2,72.20243634,0.25,90.25304542,10.80773102
Gwinnett,2030,16296.05773,4666.89896,,3042.609626,452.8938021,203.8312746,196.6579444,0,,1423.316715,,0.537934927,,,0.243061526,3960.944658,22321.85933,0.2,73.38693478,0.25,91.73366848,10.85190317
Gwinnett,2031,16505.96974,4728.76991,,3082.939022,459.1917893,206.665773,199.3926898,0,,1443.109502,,0.545415504,,,0.240860644,3975.638499,22650.94534,0.2,74.4688614,0.25,93.08607675,10.89216027
Gwinnett,2032,16724.30032,4792.969277,,3124.682705,465.702672,209.5960881,202.2198797,0,,1463.571359,,0.553148954,,,0.238630111,3990.921639,22992.67381,0.2,75.59235224,0.25,94.4904403,10.93403189
Gwinnett,2033,16942.81166,4857.146797,,3166.289051,472.1998211,212.5202221,205.0411062,0,,1483.990055,,0.56086609,,,0.236455289,4006.217433,23334.34214,0.2,76.71564539,0.25,95.89455674,10.97593817
Gwinnett,2034,17160.73352,4921.089883,,3207.662763,478.6639156,215.4294795,207.8479795,0,,1504.30487,,0.568543966,,,0.234341496,4021.471963,23674.82899,0.2,77.83505422,0.25,97.29381778,11.01773141
Gwinnett,2035,17366.38544,4981.455552,,3246.609343,484.7708661,218.1779991,210.4997719,0,,1523.497282,,0.575797635,,,0.232395372,4035.867598,23996.10446,0.2,78.89130233,0.25,98.61412791,11.0571715
Gwinnett,2036,17583.73289,5045.127294,,3287.621079,491.1920651,221.0679507,213.2880189,0,,1543.677289,,0.583424561,,,0.230388049,4051.081919,24335.20809,0.2,80.00616359,0.25,100.0077045,11.09885457
Gwinnett,2037,17785.97511,5104.41944,,3325.706589,497.1798865,223.7628546,215.8880825,0,,1562.495313,,0.590536732,,,0.228564296,4065.238875,24650.77894,0.2,81.04365678,0.25,101.304571,11.13764075
Gwinnett,2038,17989.20092,5163.953382,,3363.876899,503.1851271,226.4655982,218.4957098,0,,1581.36808,,0.597669593,,,0.226772979,4079.464682,24967.67871,0.2,82.08551904,0.25,102.6068988,11.17661557
Gwinnett,2039,18199.40476,5225.456101,,3403.289726,509.3771084,229.2523872,221.1844247,0,,1600.82772,,0.60502426,,,0.224962245,4094.17895,25295.2183,0.2,83.16236154,0.25,103.9529519,11.21692863
Gwinnett,2040,18414.78389,5288.41631,,3443.548473,515.7070522,232.1012681,223.9330464,0,,1620.720937,,0.612542795,,,0.223149808,4109.255489,25630.56803,0.2,84.2648812,0.25,105.3311015,11.25823422
Gwinnett,2041,18627.73866,5350.661747,,3483.3014,521.9648892,234.9176964,226.6503575,0,,1640.387543,,0.619975683,,,0.221398979,4124.162323,25962.07995,0.2,85.35478339,0.25,106.6934792,11.29907486
Gwinnett,2042,18830.07247,5409.854889,,3521.047513,527.9258717,237.600521,229.2387669,0,,1659.12122,,0.627055976,,,0.219772159,4138.32569,26277.16262,0.2,86.39067162,0.25,107.9883395,11.3378786
Gwinnett,2043,19017.60963,5464.797715,,3556.007682,533.4733623,240.0972478,231.6476276,0,,1676.555409,,0.633645134,,,0.218295221,4151.453291,26569.36903,0.2,87.35135023,0.25,109.1891878,11.37384463
Gwinnett,2044,19198.42866,5517.812968,,3589.693291,538.8343264,242.5100257,233.9754939,0,,1693.403398,,0.640012742,,,0.216898513,4164.110623,26851.18755,0.2,88.27787688,0.25,110.3473461,11.40852225
Gwinnett,2045,19380.20376,5571.108658,,3623.556986,544.2247849,244.9360779,236.3161673,0,,1710.344079,,0.646415381,,,0.21552069,4176.83488,27134.50204,0.2,89.20932179,0.25,111.5116522,11.44338323
Gwinnett,2046,19557.61111,5623.169331,,3656.60208,549.4993726,247.3099808,238.6065267,0,,1726.920612,,0.652680393,,,0.21420067,4189.253394,27411.11829,0.2,90.11874508,0.25,112.6484313,11.47740656
Gwinnett,2047,19732.68513,5674.568935,,3689.207787,554.7121835,249.6560803,240.870061,0,,1743.302998,,0.658872028,,,0.21292128,4201.508576,27684.15347,0.2,91.01639496,0.25,113.7704937,11.5109824
Gwinnett,2048,19914.58773,5727.944575,,3723.10344,560.1214184,252.0905831,243.2188876,0,,1760.302688,,0.66529697,,,0.211615817,4214.241758,27967.79286,0.2,91.94890803,0.25,114.936135,11.54586783
Gwinnett,2049,20082.12484,5777.20231,,3754.33308,565.1315142,254.3454477,245.394398,0,,1776.047997,,0.671247825,,,0.210434373,4225.969355,28229.28148,0.2,92.80859664,0.25,116.0107458,11.57799823
Gwinnett,2050,20248.70898,5826.200906,,3785.391446,570.1199753,256.5905754,247.560514,0,,1791.725315,,0.677172983,,,0.209279034,4237.630245,28489.34464,0.2,93.66359882,0.25,117.0794985,11.60994588
Gwinnett,2051,20373.42431,5867.715539,,3809.960091,575.033743,258.8020861,249.6941962,0,,1807.167893,,0.683009423,,,0.208426441,4246.360319,28696.12055,0.2,94.34341002,0.25,117.9292625,11.63386389
Gwinnett,2052,20544.31519,5918.626754,,3842.12204,580.3056386,261.1747775,251.9833866,0,,1823.735965,,0.689271237,,,0.207274988,4258.32268,28964.63034,0.2,95.22618194,0.25,119.0327274,11.66663748
Gwinnett,2053,20717.15514,5970.130452,,3874.652234,585.640794,263.5759398,254.300046,0,,1840.502845,,0.695608189,,,0.206129724,4270.421476,29236.23158,0.2,96.11911752,0.25,120.1488969,11.69978487
Gwinnett,2054,20890.98293,6021.950107,,3907.370955,591.0121626,265.9934004,256.6324301,0,,1857.383532,,0.701988155,,,0.204997028,4282.589422,29509.43808,0.2,97.01733067,0.25,121.2716633,11.7331217
Gwinnett,2055,21059.10324,6072.155519,,3939.025908,596.2302693,268.3418833,258.8982641,0,,1873.782561,,0.70818608,,,0.203919312,4294.357844,29773.88799,0.2,97.88675504,0.25,122.3584438,11.76536396
Gwinnett,2056,21235.58127,6124.802044,,3972.24791,601.6932831,270.80059,261.2704428,0,,1890.951263,,0.714674899,,,0.202806377,4306.711306,30051.35017,0.2,98.79895947,0.25,123.4986993,11.79920906
Gwinnett,2057,21421.13554,6180.099138,,4007.171634,607.4221495,273.3789475,263.7580615,0,,1908.955465,,0.72147949,,,0.201655981,4319.700104,30342.94231,0.2,99.75761855,0.25,124.6970232,11.83479481
Gwinnett,2058,21599.55204,6233.369971,,4040.764107,612.957363,275.8701488,266.1615912,0,,1926.35107,,0.728054066,,,0.200568477,4332.18926,30623.56508,0.2,100.680214,0.25,125.8502675,11.86901167
Gwinnett,2059,21761.03762,6281.785837,,4071.192957,618.0203434,278.1488149,268.3600654,0,,1942.262581,,0.734067736,,,0.199599547,4343.493251,30878.04904,0.2,101.5168736,0.25,126.8960919,11.89998151
Gwinnett,2060,21920.33049,6329.598299,,4101.215147,623.0288832,280.4029793,270.5349001,0,,1958.003001,,0.740016744,,,0.19865776,4354.643751,31129.20997,0.2,102.3426081,0.25,127.9282601,11.93053083
Gwinnett,2061,22083.66221,6378.60679,,4131.996585,628.1601095,282.7123604,272.7630083,0,,1974.128989,,0.746111474,,,0.197706202,4366.076971,31386.69919,0.2,103.189148,0.25,128.986435,11.96185472
Gwinnett,2062,22249.34573,6428.32497,,4163.221729,633.3662844,285.0554732,275.0236611,0,,1990.490519,,0.752295227,,,0.196755216,4377.674818,31647.90584,0.2,104.0479096,0.25,130.059887,11.99362964
Gwinnett,2063,22417.1489,6478.686407,,4194.847215,638.6409696,287.42942,277.3140628,0,,2007.067358,,0.758560355,,,0.195806392,4389.42104,31912.47185,0.2,104.9177157,0.25,131.1471446,12.02581107
Gwinnett,2064,22577.3081,6526.869144,,4225.045983,643.705953,289.7089876,279.5134068,0,,2022.985164,,0.764576404,,,0.194913945,4400.632184,32165.26913,0.2,105.74883,0.25,132.1860375,12.05652653
Gwinnett,2065,22729.43502,6572.759038,,4253.745141,648.5496636,291.8889682,281.6166684,0,,2038.207572,,0.770329632,,,0.194077902,4411.281069,32405.69134,0.2,106.5392592,0.25,133.174074,12.08570156
Hall,2020,2213.734815,428.548951,,580.3584215,,1779.367569,,0,,5.819768251,257.1598302,0.2454118,,,0.750550297,1854.53071,3410.704056,0.3,12.14771308,0.25,15.18464135,5.080906055
Hall,2021,2247.775899,435.5576883,,589.9446891,,1836.269964,,0,,5.918262973,261.2758875,0.24956519,,,0.750541928,1883.148566,3493.84339,0.3,12.44382577,0.25,15.55478221,5.15931114
Hall,2022,2281.117396,442.4501193,,599.4033372,,1893.22661,,0,,6.015379478,265.3012572,0.253660462,,,0.750533976,1911.173716,3576.594044,0.3,12.73855413,0.25,15.92319266,5.236092373
Hall,2023,2315.476112,449.5620147,,609.1730209,,1950.535501,,0,,6.115701316,269.4385566,0.257890899,,,0.750526024,1940.045727,3660.51307,0.3,13.03744381,0.25,16.29680476,5.315193774
Hall,2024,2348.690448,456.473439,,618.6989856,,2008.568647,,0,,6.213513576,273.4362407,0.262015511,,,0.750518559,1967.954743,3744.388547,0.3,13.33617838,0.25,16.67022298,5.39165683
Hall,2025,2380.257976,463.0867824,,627.8427875,,2066.978296,,0,,6.307486991,277.2366239,0.265978243,,,0.750511657,1994.480676,3827.495255,0.3,13.63217488,0.25,17.0402186,5.464330619
Hall,2026,2409.659464,469.300129,,636.4670547,,2125.67157,,0,,6.396225897,280.77939,0.269720243,,,0.750505392,2019.188867,3909.354687,0.3,13.92372902,0.25,17.40466128,5.532024292
Hall,2027,2438.127093,475.3534206,,644.8931846,,2185.312415,,0,,6.482999751,284.2090725,0.27337938,,,0.75049947,2043.111851,3991.539715,0.3,14.21644282,0.25,17.77055352,5.597566714
Hall,2028,2464.776992,481.0724469,,652.8888216,,2245.365381,,0,,6.56541818,287.4216571,0.276854854,,,0.750494051,2065.508713,4072.858858,0.3,14.50607265,0.25,18.13259081,5.658927981
Hall,2029,2490.214999,486.5755845,,660.614419,,2305.89444,,0,,6.645097417,290.4888607,0.280214821,,,0.750488986,2086.887621,4153.825994,0.3,14.79444875,0.25,18.49306093,5.717500331
Hall,2030,2515.935267,492.1529483,,668.4621201,,2368.275925,,0,,6.725985618,293.5837739,0.283625767,,,0.750483971,2108.499007,4236.920639,0.3,15.09040227,0.25,18.86300284,5.776709607
Hall,2031,2538.349496,497.0962727,,675.466231,,2429.207075,,0,,6.798353269,296.282314,0.286677414,,,0.750479684,2127.333584,4316.152836,0.3,15.37259914,0.25,19.21574893,5.828311188
Hall,2032,2563.931406,502.6216507,,683.2335688,,2491.493523,,0,,6.878403592,299.3343706,0.290053028,,,0.750474887,2148.809059,4398.973918,0.3,15.66757834,0.25,19.58447292,5.887148107
Hall,2033,2591.305146,508.4664786,,691.4117957,,2555.307089,,0,,6.962592691,302.5829958,0.293603169,,,0.750469861,2171.775832,4484.553868,0.3,15.97238364,0.25,19.96547955,5.950070774
Hall,2034,2619.48764,514.4429182,,699.74696,,2617.637569,,0,,7.048383367,305.915946,0.297220847,,,0.7504648,2195.412415,4569.164221,0.3,16.27373558,0.25,20.34216948,6.014828536
Hall,2035,2645.715186,520.01155,,707.5088168,,2678.49135,,0,,7.128406935,309.0122019,0.300595333,,,0.750460187,2217.405267,4650.76284,0.3,16.5643608,0.25,20.705451,6.075082924
Hall,2036,2674.563776,526.0751041,,715.9270991,,2741.038732,,0,,7.21506096,312.4081615,0.304249417,,,0.750455219,2241.588679,4735.943503,0.3,16.86774399,0.25,21.08467998,6.141338847
Hall,2037,2701.582153,531.7610485,,723.8171883,,2802.285867,,0,,7.296400488,315.5849699,0.307679395,,,0.750450663,2264.235068,4818.400238,0.3,17.1614255,0.25,21.45178188,6.203383749
Hall,2038,2728.876518,537.4863548,,731.7483776,,2863.529952,,0,,7.378163603,318.7901077,0.311127236,,,0.750446153,2287.109695,4901.010905,0.3,17.45565528,0.25,21.8195691,6.26605396
Hall,2039,2758.708583,543.6990191,,740.3317959,,2925.895339,,0,,7.466519115,322.2886515,0.314853069,,,0.750441327,2312.107652,4986.597108,0.3,17.76048285,0.25,22.20060356,6.334541512
Hall,2040,2789.145562,550.0210974,,749.0512683,,2989.54058,,0,,7.556300452,325.8559117,0.318639027,,,0.750436509,2337.610832,5073.878527,0.3,18.07134818,0.25,22.58918522,6.404413237
Hall,2041,2820.094533,556.4360518,,757.887736,,3052.842435,,0,,7.647294192,329.4815378,0.322476111,,,0.750431717,2363.541779,5161.170284,0.3,18.38225033,0.25,22.97781291,6.47545693
Hall,2042,2848.939932,562.4347945,,766.1584475,,3115.594172,,0,,7.732556553,332.8619238,0.32607151,,,0.750427345,2387.711118,5246.33678,0.3,18.68558305,0.25,23.35697881,6.541674296
Hall,2043,2877.315271,568.3412006,,774.2985782,,3178.080451,,0,,7.816551511,336.1887517,0.329613464,,,0.750423129,2411.487744,5330.882674,0.3,18.98670541,0.25,23.73338177,6.606815736
Hall,2044,2906.443175,574.3984611,,782.6430465,,3240.296539,,0,,7.902638107,339.6055999,0.33324362,,,0.750418887,2435.896307,5415.726396,0.3,19.28888853,0.25,24.11111067,6.673688514
Hall,2045,2937.162249,580.7733523,,791.421551,,3302.678594,,0,,7.993120165,343.2103095,0.337059127,,,0.750414504,2461.639145,5501.93709,0.3,19.59594032,0.25,24.4949254,6.744216836
Hall,2046,2967.416186,587.0608191,,800.0839528,,3364.682403,,0,,8.082436506,346.7630239,0.340825477,,,0.750410275,2486.994134,5587.435514,0.3,19.90045525,0.25,24.87556907,6.813682559
Hall,2047,2997.210776,593.2627344,,808.6305011,,3427.265789,,0,,8.170619394,350.2644975,0.344544031,,,0.750406195,2511.966181,5673.18328,0.3,20.20585826,0.25,25.25732282,6.882099127
Hall,2048,3026.371548,599.3453126,,817.0186053,,3490.439661,,0,,8.257210219,353.6944951,0.348195449,,,0.750402278,2536.409258,5759.065769,0.3,20.5117411,0.25,25.63967637,6.949066461
Hall,2049,3055.834101,605.4952356,,825.5004308,,3553.799661,,0,,8.344793166,357.1631175,0.351888704,,,0.750398397,2561.10764,5845.381587,0.3,20.8191673,0.25,26.02395912,7.01673326
Hall,2050,3084.753617,611.5454398,,833.8508664,,3616.780852,,0,,8.431069247,360.571316,0.355526851,,,0.750394658,2585.353426,5930.935262,0.3,21.12387901,0.25,26.40484877,7.083160072
Hall,2051,3102.768735,616.8894374,,842.0563337,,3680.36803,,0,,8.518919128,363.1145871,0.359231362,,,0.750392317,2600.772218,6013.303056,0.3,21.41724376,0.25,26.7715547,7.125403336
Hall,2052,3133.311055,623.4787285,,851.2617787,,3746.954219,,0,,8.614371691,366.7566601,0.363256468,,,0.750388486,2626.410512,6104.329557,0.3,21.74144774,0.25,27.17680967,7.19564524
Hall,2053,3165.743382,630.4558994,,861.0016255,,3813.858016,,0,,8.715285117,370.621506,0.367511852,,,0.750384498,2653.633392,6197.129833,0.3,22.07196927,0.25,27.58996159,7.270228472
Hall,2054,3197.766236,637.3636155,,870.6515478,,3881.079422,,0,,8.815342523,374.4399982,0.371731138,,,0.75038064,2680.514402,6289.973491,0.3,22.40264531,0.25,28.00330664,7.343875073
Hall,2055,3229.207838,644.1674554,,880.1644505,,3948.618436,,0,,8.914066252,378.1919985,0.375894185,,,0.750376927,2706.909604,6382.730536,0.3,22.73301287,0.25,28.41626608,7.416190695
Hall,2056,3261.024299,651.0580632,,889.8007885,,4016.47506,,0,,9.014093751,381.9894719,0.38011221,,,0.750373242,2733.620055,6476.121834,0.3,23.06563941,0.25,28.83204926,7.489370013
Hall,2057,3292.197897,657.8323187,,899.2829846,,4084.649292,,0,,9.112613333,385.7132132,0.384266648,,,0.750369701,2759.793059,6569.379527,0.3,23.3977901,0.25,29.24723762,7.561076874
Hall,2058,3324.765228,664.8972331,,909.1674667,,4153.141133,,0,,9.215263692,389.6018386,0.388595276,,,0.750366072,2787.135026,6664.041732,0.3,23.73494316,0.25,29.66867895,7.635986373
Hall,2059,3358.108074,672.1298208,,919.2863297,,4221.950583,,0,,9.320345842,393.582989,0.393026449,,,0.75036243,2815.128024,6759.643145,0.3,24.07544134,0.25,30.09430167,7.712679517
Hall,2060,3392.805299,679.6464829,,929.7989969,,4291.077642,,0,,9.429478534,397.7245802,0.397628427,,,0.750358717,2844.257135,6856.622972,0.3,24.42084894,0.25,30.52606118,7.792485302
Hall,2061,3428.715944,687.4196978,,940.6681072,,4360.522309,,0,,9.542286056,402.0101821,0.402385369,,,0.750354953,2874.404321,6954.876591,0.3,24.77079334,0.25,30.96349167,7.87508033
Hall,2062,3465.104563,695.3025638,,951.6928608,,4430.284585,,0,,9.656733893,406.3536368,0.40721148,,,0.750351218,2904.953376,7053.848779,0.3,25.12329702,0.25,31.40412128,7.958776374
Hall,2063,3500.825066,703.0652131,,962.5586697,,4500.36447,,0,,9.76963042,410.6205555,0.411972175,,,0.750347628,2934.943943,7152.671635,0.3,25.47526884,0.25,31.84408605,8.040942309
Hall,2064,3535.977824,710.7275359,,973.2926575,,4570.761964,,0,,9.881249747,414.8226762,0.416679012,,,0.750344165,2964.460101,7251.420485,0.3,25.82697707,0.25,32.28372134,8.121808497
Hall,2065,3571.893051,718.5568972,,984.2609592,,4641.477067,,0,,9.99530899,419.1160519,0.421488737,,,0.750340697,2994.616554,7351.10427,0.3,26.18201521,0.25,32.72751901,8.204428914
Henry,2020,3662.754106,756.5326935,,499.0016435,,117.6258695,7.889688548,0,,124.4382421,171.2753493,0.494365905,,,0.577560092,2214.382404,3125.629554,0.15,9.847873936,0.25,12.30984242,6.066801108
Henry,2021,3719.289577,768.5980161,,507.0256356,,119.5719317,8.020219572,0,,126.4970117,174.1090158,0.502544946,,,0.571031113,2223.25173,3200.362222,0.15,10.08333303,0.25,12.60416629,6.09110063
Henry,2022,3779.834516,781.5219147,,515.6439795,,121.6573988,8.160101095,0,,128.7032598,177.1456701,0.511309887,,,0.563890748,2231.304517,3281.873634,0.15,10.34014981,0.25,12.92518726,6.113163059
Henry,2023,3841.428044,794.6920971,,524.4549464,,123.7869795,8.302941516,0,,130.9561765,180.2465584,0.520260232,,,0.556680457,2238.787656,3365.600348,0.15,10.6039463,0.25,13.25493288,6.13366481
Henry,2024,3900.777818,807.4341389,,533.0043627,,125.8568039,8.44177381,0,,133.145876,183.2604353,0.528959429,,,0.54998878,2246.175217,3446.27495,0.15,10.85812656,0.25,13.57265819,6.153904704
Henry,2025,3956.915882,819.5379407,,541.1487399,,127.8324811,8.574291238,0,,135.2359757,186.1372243,0.537262938,,,0.543906336,2253.432834,3522.486964,0.15,11.0982466,0.25,13.87280825,6.173788587
Henry,2026,4012.765616,831.6089247,,549.2922176,,129.8084509,8.706828296,0,,137.326385,189.0144393,0.545567677,,,0.537532244,2258.592263,3600.476167,0.15,11.34396601,0.25,14.17995751,6.187924008
Henry,2027,4068.606799,843.7029673,,557.4686012,,131.7930919,8.839946965,0,,139.4259676,191.9042805,0.553908859,,,0.531022256,2262.426207,3679.869357,0.15,11.59410893,0.25,14.49263617,6.198427964
Henry,2028,4124.997284,855.9353919,,565.7520091,,133.8043762,8.974852719,0,,141.5537367,194.832917,0.56236202,,,0.5242145,2264.51763,3761.8953,0.15,11.85254684,0.25,14.81568354,6.20415789
Henry,2029,4183.255487,868.5798256,,574.3255999,,135.8851125,9.11441693,0,,143.7549801,197.8626829,0.571107078,,,0.516958872,2264.857908,3848.491304,0.15,12.12538356,0.25,15.15672945,6.20509016
Henry,2030,4240.024987,880.939414,,582.7334136,,137.9263132,9.25132931,0,,145.9143981,200.8348808,0.579685973,,,0.509965057,2264.683357,3933.521065,0.15,12.39328555,0.25,15.49160693,6.204611937
Henry,2031,4293.521187,892.6457159,,590.7266577,,139.8707249,9.38174962,0,,147.9714216,203.6661439,0.587858077,,,0.503076586,2262.429648,4015.941811,0.15,12.65296735,0.25,15.81620919,6.198437392
